round,institute,program,quota,category,opening_rank,closing_rank
Round 3,Jis College of Engineering,Electronics & Communication Engineering,All India,Open,57006,76594
Round 3,Dumkal Institute of Engineering & Technology,Computer Science & Engineering,All India,Open,55378,82911
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering,All India,Open,9391,18138
Round 3,Techno International Batanagar,Computer Science & Engineering,All India,Open,889565,1235881
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering,All India,Open,62179,123777
Round 3,Techno India University,Computer Science & Engineering,All India,Open,137017,160987
Round 3,Maulana Abul Kalam Azad University of Technology,Computer Science & Engineering,Home State,SC,11867,18289
Round 3,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,Open,3189,6542
Round 3,Dumkal Institute of Engineering & Technology,Computer Science & Engineering,All India,Open,421383,421383
Round 3,Dream Institute of Technology,Computer Science & Engineering,All India,Open,1324339,1324339
Round 3,Global Institute of Management and Technology,Computer Science & Engineering,All India,Open,52445,52445
Round 3,Haldia Institute of Technology,Computer Science & Engineering,All India,Open,1294,8554
Round 3,Jis University,Computer Science & Engineering,All India,Open,13920,83916
Round 3,Seacom Skills University,Computer Science & Engineering,All India,Open,30752,100001
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering,All India,Open,113293,260850
Round 3,Murshidabad College of Engineering & Technology,Computer Science & Engineering,All India,Open,573473,630338
Round 3,Budge Budge Institute of Technology,Computer Science & Engineering,All India,Open,487166,896900
Round 3,Calcutta Institute of Technology,Computer Science & Engineering,All India,Open,267795,1216099
Round 3,Dream Institute of Technology,Computer Science & Engineering,All India,Open,92152,106033
Round 3,Future Institute of Engineering & Management,Computer Science & Engineering,Home State,SC,68658,92316
Round 3,Academy of Technology,Computer Science & Engineering,All India,Open,2176,20083
Round 3,Heritage Institute of Technology,Computer Science & Engineering,All India,Open,36921,55709
Round 3,Heritage Institute of Technology,Computer Science & Engineering,Home State,ST,96789,96789
Round 3,Imps College of Engineering & Technology,Computer Science & Engineering,All India,Open,30974,30974
Round 3,Dr. B. C. Roy Engineering College,Computer Science & Engineering,All India,Open,13029,62121
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering,All India,Open,68430,83102
Round 3,Mckv Institute of Engineering,Electronics & Communication Engineering,All India,Open,46480,88020
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,Home State,OBC - A,31146,42902
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,Home State,Open,9885,13761
Round 3,Asansol Engineering College,Electronics & Communication Engineering,All India,Open,29115,95797
Round 3,Camellia School of Engineering & Technology,Electronics & Communication Engineering,All India,Open,98526,98526
Round 3,Jadavpur University,Production Engineering,Home State,OBC - A,9426,9426
Round 3,Jadavpur University,Production Engineering,Home State,OBC - B,1588,1588
Round 3,Jadavpur University,Production Engineering,All India,Open,1126,1126
Round 3,Jadavpur University,Production Engineering,Home State,Open,1145,1391
Round 3,Jadavpur University,Production Engineering,Home State,SC,7945,7945
Round 3,Jadavpur University,Production Engineering,Home State,EWS,3243,3243
Round 3,Jadavpur University,Production Engineering,Home State,Open (PwD),62717,62717
Round 3,Ideal Institute of Engineering,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,24871,28425
Round 3,Heritage Institute of Technology,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,78873,78873
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,8421,14652
Round 3,Asansol Engineering College,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,93164,110699
Round 3,Maulana Abul Kalam Azad University of Technology,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),Home State,OBC - B,9563,11333
Round 3,Maulana Abul Kalam Azad University of Technology,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),Home State,SC,19511,24783
Round 3,Sister Nivedita University,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),All India,Open,99198,99198
Round 3,Maulana Abul Kalam Azad University of Technology,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),All India,Open,4081,7206
Round 3,Maulana Abul Kalam Azad University of Technology,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),Home State,OBC - A,27184,38336
Round 3,Maulana Abul Kalam Azad University of Technology,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),Home State,EWS,12699,87612
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI) -TFW,Home State,Tuition Fee Waiver,14846,14846
Round 3,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,EWS,16495,23503
Round 3,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,OBC - A,16124,16726
Round 3,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,11602,37008
Round 3,Calcutta Institute of Engineering & Management,Computer Science & Engineering,All India,Open,46865,429084
Round 3,College of Engineering and Management,Computer Science & Engineering,All India,Open,17528,109955
Round 3,Future Institute of Engineering & Management,Computer Science & Engineering,All India,Open,469691,469691
Round 3,Guru Nanak Institute of Technology,Computer Science & Engineering,All India,Open,487965,1130932
Round 3,Guru Nanak Institute of Technology,Computer Science & Engineering,Home State,SC,71775,75659
Round 3,Narula Institute of Technology,Computer Science & Engineering,Home State,SC,25360,25360
Round 3,Sister Nivedita University,Computer Science & Engineering,All India,Open,33434,108973
Round 3,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,SC,13911,14612
Round 3,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,Open,1926,3651
Round 3,Om Dayal Group of Institutions,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,46685,46685
Round 3,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,SC,12698,12698
Round 3,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,OBC - A,15042,25151
Round 3,Ideal Institute of Engineering,Computer Science & Engineering,All India,Open,133648,133648
Round 3,Mckv Institute of Engineering,Computer Science & Engineering,All India,Open,7074,36993
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering,Home State,EWS,76249,76249
Round 3,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,EWS,2749,4074
Round 3,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,OBC - B,7834,7834
Round 3,College of Engineering and Management,Computer Science & Engineering,All India,Open,177531,784278
Round 3,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering,All India,Open,25192,85763
Round 3,Haldia Institute of Technology,Computer Science & Engineering,Home State,EWS,33298,36949
Round 3,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,Open (PwD),82804,82804
Round 3,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,OBC - A,14342,14342
Round 3,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,SC,18504,18852
Round 3,Calcutta Institute of Engineering & Management,Computer Science & Engineering,All India,Open,3523,106981
Round 3,Camellia Institute of Technology & Management,Computer Science & Engineering,All India,Open,35523,95106
Round 3,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,OBC - B,5301,5301
Round 3,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,Open,1882,2157
Round 3,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,SC,13652,14826
Round 3,Bankura Unnayani Institute of Engineering,Computer Science & Engineering,All India,Open,308008,504712
Round 3,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,OBC - A,26016,26016
Round 3,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,EWS,2339,2339
Round 3,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,OBC - A,11918,11918
Round 3,Techno Main Salt Lake,Computer Science & Engineering,All India,Open,3535,6854
Round 3,Jadavpur University,Computer Science & Engineering,Home State,Open,160,309
Round 3,Cooch Behar Government Engineering College,Computer Science & Engineering,Home State,OBC - B,8937,8937
Round 3,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,EWS,12988,12988
Round 3,Calcutta Institute of Technology,Computer Science & Engineering,All India,Open,15573,91509
Round 3,Dr. B. C. Roy Engineering College,Computer Science & Engineering,All India,Open,175624,340975
Round 3,Future Institute of Technology,Computer Science & Engineering,All India,Open,47307,95969
Round 3,Heritage Institute of Technology,Computer Science & Engineering,All India,Open,1558,4005
Round 3,Jis College of Engineering,Computer Science & Engineering,All India,Open,210135,812296
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering,All India,Open,12054,65187
Round 3,Narula Institute of Technology,Computer Science & Engineering,All India,Open,8922,21912
Round 3,University Of Calcutta,Computer Science & Engineering,Home State,Open,1096,1641
Round 3,UNIVERSITY OF KALYANI,Computer Science & Engineering,Home State,SC,15023,15926
Round 3,Goverment College of Engineering and Leather Technology,Computer Science & Engineering,Home State,OBC - A,17811,17811
Round 3,Govt. College of Engineering & Ceramic Technology,Computer Science & Engineering,Home State,ST,58804,58804
Round 3,Gargi Memorial Institute of Technology,Computer Science & Engineering,All India,Open,20209,89435
Round 3,Imps College of Engineering & Technology,Computer Science & Engineering,All India,Open,465906,465906
Round 3,Institute of Science and Technology,Computer Science & Engineering,All India,Open,440349,648823
Round 3,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,127851,229282
Round 3,Budge Budge Institute of Technology,Computer Science & Engineering,All India,Open,52028,99052
Round 3,Dr. B. C. Roy Engineering College,Computer Science & Engineering,Home State,EWS,66590,66590
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering,All India,Open,636037,636037
Round 3,Future Institute of Engineering & Management,Computer Science & Engineering,All India,Open,4914,67396
Round 3,Guru Nanak Institute of Technology,Computer Science & Engineering,All India,Open,12266,58848
Round 3,Murshidabad College of Engineering & Technology,Computer Science & Engineering,All India,Open,14099,95910
Round 3,Govt. College of Engg. & Textile Technology,Computer Science & Engineering,Home State,ST,79506,79506
Round 3,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,Open,1509,1876
Round 3,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,Open,4409,7682
Round 3,Academy of Technology,Computer Science & Engineering,Home State,EWS,52338,99714
Round 3,Asansol Engineering College,Computer Science & Engineering,Home State,SC,83389,98501
Round 3,Bengal College of Engineering & Technology,Computer Science & Engineering,All India,Open,311256,665043
Round 3,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,SC,23025,24390
Round 3,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,OBC - A,43984,43984
Round 3,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,EWS,51874,55206
Round 3,Govt. College of Engineering & Ceramic Technology,CERAMIC ENGINEERING AND TECHNOLOGY,Home State,Open,4325,8139
Round 3,Techno International New Town,Computer Science & Engineering (Cyber Security),All India,Open,54730,61466
Round 3,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,6460,12759
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,28455,99527
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering (Cyber Security),All India,Open,12089,42555
Round 3,Sister Nivedita University,Computer Science & Engineering (Cyber Security),All India,Open,407641,407641
Round 3,Sister Nivedita University,Computer Science & Engineering (Cyber Security),All India,Open,101274,101274
Round 3,Techno Main Salt Lake,Computer Science & Engineering (Cyber Security),All India,Open,7352,13835
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,133375,165012
Round 3,Techno International New Town,Computer Science & Engineering (Cyber Security),All India,Open,705713,777546
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,18250,38711
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Cyber Security),All India,Open,920829,920829
Round 3,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,71984,79224
Round 3,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,26923,97607
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Cyber Security),All India,Open,53920,53920
Round 3,Techno Main Salt Lake,Computer Science & Engineering (Cyber Security),All India,Open,82709,82709
Round 3,Meghnad Saha Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,355357,894682
Round 3,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,EWS,109453,109453
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,12525,12525
Round 3,Jis College of Engineering,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,18122,18122
Round 3,Asansol Engineering College,Computer Science & Technology - TFW,Home State,Tuition Fee Waiver,29060,29060
Round 3,Asansol Engineering College,ELECTRONICS & COMPUTER SCIENCE,All India,Open,789822,789822
Round 3,Narula Institute of Technology,ELECTRONICS & COMPUTER SCIENCE,All India,Open,76233,84085
Round 3,Techno Main Salt Lake,ELECTRONICS & COMPUTER SCIENCE,All India,Open,17955,19903
Round 3,Narula Institute of Technology,ELECTRONICS & COMPUTER SCIENCE,All India,Open,372076,594384
Round 3,Jadavpur University,PRINTING ENGINEERING-TFW,Home State,Tuition Fee Waiver,2382,2382
Round 3,Narula Institute of Technology,Information Technology,All India,Open,114508,341804
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,All India,Open,8083,10246
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,Home State,OBC - A,38754,48396
Round 3,Jalpaiguri Goverment Engineering College,Information Technology,Home State,EWS,4541,6757
Round 3,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - B (PwD),63601,63601
Round 3,Mckv Institute of Engineering,Information Technology,All India,Open,37061,99298
Round 3,Maulana Abul Kalam Azad University of Technology,Information Technology,All India,Open,3927,5538
Round 3,Maulana Abul Kalam Azad University of Technology,Information Technology,Home State,ST,88682,92889
Round 3,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,Open,11646,22609
Round 3,Sister Nivedita University,COMPUTER SCIENCE AND APPLIED MATHEMATICS - TFW,Home State,Tuition Fee Waiver,45706,45706
Round 3,Institute of Science and Technology,Electrical & Electronics Engineering,All India,Open,59718,59718
Round 3,Sanaka Education Trusts Group of Institutions,Electrical & Electronics Engineering,All India,Open,72662,72662
Round 3,Academy of Technology,Electrical & Electronics Engineering,All India,Open,29111,106063
Round 3,Swami Vivekananda Institute of Science & Technology,Electrical & Electronics Engineering,All India,Open,48790,48790
Round 3,Jadavpur University,Production Engineering,Home State,Tuition Fee Waiver,1769,1769
Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,Home State,SC,24038,29519
Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,Home State,EWS,33023,33023
Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,Home State,Open,9927,18441
Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,Home State,OBC - A,32438,39584
Round 3,Netaji Subhas Engineering College,Applied Electronics And Instrumentation Engineering,All India,Open,55362,101016
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Applied Electronics And Instrumentation Engineering,All India,Open,15567,27405
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electrical Engineering,Home State,EWS,55127,109834
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Home State,OBC - A,38826,45031
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Home State,OBC - B,19509,20252
Round 3,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,ST,39772,39772
Round 3,Bankura Unnayani Institute of Engineering,Electrical Engineering,All India,Open,45432,45432
Round 3,Dumkal Institute of Engineering & Technology,Electrical Engineering,All India,Open,33090,33090
Round 3,Sanaka Education Trusts Group of Institutions,Electrical Engineering,All India,Open,21062,89680
Round 3,University Of Calcutta,Electrical Engineering,Home State,SC,11625,12452
Round 3,Cooch Behar Government Engineering College,Electrical Engineering,Home State,Open,9751,12496
Round 3,Govt. College of Engg. & Textile Technology,Electrical Engineering,Home State,OBC - B,12685,12685
Round 3,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,SC,11604,13310
Round 3,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,ST,57709,57709
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,EWS,75139,110344
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Automobile Engineering,All India,Open,384663,384663
Round 3,Haldia Institute of Technology,Biotechnology,Home State,Tuition Fee Waiver,15221,34541
Round 3,Om Dayal Group of Institutions,Architecture,All India,Open,6694,21783
Round 3,Swami Vivekananda Institute of Science & Technology,Artificial Intelligence And Data Science,Home State,Tuition Fee Waiver,27718,36248
Round 3,Techno Main Salt Lake,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,7379,7564
Round 3,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,27631,27631
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,10547,10547
Round 3,Siliguri Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,37086,37086
Round 3,Narula Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,13720,13720
Round 3,Techno India University,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,9933,9933
Round 3,Asansol Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,15729,15729
Round 3,Kalyani Goverment Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,2978,2978
Round 3,College of Engineering and Management,Electrical Engineering,Home State,Tuition Fee Waiver,35685,35685
Round 3,Jadavpur University,Electrical Engineering,Home State,Tuition Fee Waiver,1135,1135
Round 3,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,10383,11405
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Home State,Tuition Fee Waiver,15295,19544
Round 3,Heritage Institute of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,4415,4415
Round 3,Dr. B. C. Roy Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,26327,26327
Round 3,Techno India University,Electrical Engineering,Home State,Tuition Fee Waiver,24614,24614
Round 3,Cooch Behar Government Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,14140,14965
Round 3,Academy of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,18792,23911
Round 3,Haldia Institute of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,15752,15752
Round 3,Techno Main Salt Lake,Electrical Engineering,Home State,Tuition Fee Waiver,9818,16781
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Applied Electronics And Instrumentation Engineering,Home State,OBC - A,57337,79390
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Applied Electronics And Instrumentation Engineering,Home State,OBC - B,28198,28811
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Applied Electronics And Instrumentation Engineering,Home State,SC,33940,41983
Round 3,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,16876,98040
Round 3,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,217058,411235
Round 3,Heritage Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,104316,104316
Round 3,Heritage Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,11254,23543
Round 3,Techno India University,B ARCH,All India,Open,30934,51730
Round 3,Budge Budge Institute of Technology,Computer Science & Engineering (Artificial Intelligence) ,Home State,Tuition Fee Waiver,10989,26675
Round 3,Swami Vivekananda University,Data Science,All India,Open,1163599,1163599
Round 3,Swami Vivekananda University,Data Science,All India,Open,47716,93294
Round 3,Netaji Subhas Engineering College,ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE - TFW,Home State,Tuition Fee Waiver,13537,13537
Round 3,Abacus Institute of Engineering & Management,Electronics & Communication Engineering,All India,Open,555671,555671
Round 3,B.P. Poddar Institute of Management & Technology,Electronics & Communication Engineering,All India,Open,59110,107946
Round 3,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,OBC - B,3157,3642
Round 3,Academy of Technology,Electronics & Communication Engineering,All India,Open,20000,28744
Round 3,Calcutta Institute of Technology,Electronics & Communication Engineering,All India,Open,581783,581783
Round 3,Dr. B. C. Roy Engineering College,Electronics & Communication Engineering,All India,Open,81997,81997
Round 3,Meghnad Saha Institute of Technology,Electronics & Communication Engineering,All India,Open,309747,725581
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electronics & Communication Engineering,Home State,OBC - B,13535,19810
Round 3,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,EWS,7251,10756
Round 3,Jadavpur University,Mechanical Engineering,Home State,SC,5903,6814
Round 3,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,Open (PwD),54693,79177
Round 3,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,EWS,18929,27502
Round 3,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,Open,6315,9029
Round 3,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,3075,3075
Round 3,Future Institute of Engineering & Management,Information Technology,Home State,Tuition Fee Waiver,28971,28971
Round 3,Guru Nanak Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,17645,17645
Round 3,Bengal College of Engineering & Technology,Information Technology,Home State,Tuition Fee Waiver,15584,35506
Round 3,Netaji Subhas Engineering College,Information Technology,Home State,Tuition Fee Waiver,6617,6617
Round 3,Rcc Institute of Information Technology,Information Technology,Home State,Tuition Fee Waiver,7235,16631
Round 3,Jis College of Engineering,Information Technology,Home State,Tuition Fee Waiver,17250,17250
Round 3,Govt. College of Engineering & Textile Technology,Information Technology,Home State,Tuition Fee Waiver,5518,5518
Round 3,Kalyani Goverment Engineering College,Information Technology,Home State,Tuition Fee Waiver,2707,2730
Round 3,Mckv Institute of Engineering,Information Technology,Home State,Tuition Fee Waiver,10842,10842
Round 3,B.P. Poddar Institute of Management & Technology,Information Technology,Home State,Tuition Fee Waiver,14594,14594
Round 3,Narula Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,10922,10922
Round 3,Govt. College of Engg. & Textile Technology,Mechanical Engineering,Home State,Open,10694,14259
Round 3,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,SC,11999,15736
Round 3,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,SC,27551,31180
Round 3,Nshm Knowledge Campus,Mechanical Engineering,All India,Open,31921,31921
Round 3,Cooch Behar Government Engineering College,Mechanical Engineering,Home State,OBC - A,45240,51752
Round 3,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,OBC - A,19869,19869
Round 3,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,Open,3056,3783
Round 3,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,EWS,71046,83697
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,All India,Open,11937,16122
Round 3,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,OBC - B,17558,17558
Round 3,Haldia Institute of Technology,Mechanical Engineering,All India,Open,581104,1047032
Round 3,Heritage Institute of Technology,Mechanical Engineering,Home State,SC,49810,49810
Round 3,Academy of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,7091,7091
Round 3,Dream Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,35169,35169
Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,10147,10147
Round 3,Bankura Unnayani Institute of Engineering,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,10267,10267
Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,4668,4668
Round 3,College of Engineering and Management,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,18680,18680
Round 3,Heritage Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,3338,4447
Round 3,Techno Engineering Collge Banipur,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,37464,37464
Round 3,UNIVERSITY INSTITUTE OF TECHNOLOGY,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,8559,8559
Round 3,Hooghly Engineering & Technology College,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,15362,23725
Round 3,Mallabhum Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,24994,48399
Round 3,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,6098,6098
Round 3,Jadavpur University,Chemical Engineering,Home State,Tuition Fee Waiver,1689,1689
Round 3,Techno International New Town,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,18303,18303
Round 3,Swami Vivekananda Institute of Science & Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,30124,30124
Round 3,UNIVERSITY OF KALYANI,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,5786,5786
Round 3,Narula Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,12728,12728
Round 3,Budge Budge Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,33275,33275
Round 3,Future Institute of Engineering & Management,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,16906,20765
Round 3,Guru Nanak Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,22549,22549
Round 3,Netaji Subhas Engineering College,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,11269,12604
Round 3,Techno Main Salt Lake,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,8114,11097
Round 3,Academy of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,9025,9025
Round 3,Jadavpur University,Electrical Engineering,Home State,EWS,1187,1187
Round 3,Jis College of Engineering,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,15688,15688
Round 3,Netaji Subhas Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,7764,9465
Round 3,Heritage Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,5162,5162
Round 3,Sister Nivedita University,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,19392,26969
Round 3,College of Engineering and Management,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,22464,22464
